n_agents,ba_degree,er_prob,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,density,avg_clustering,avg_short_path_lenght,degree_variance,network_type,true_consensus,convergence_step,agent_type
61,8,0.14222482476432946,0.8715111875583292,0.0005293785616738294,24,randomize,3.0163934426229506,0.025136612021857924,0.013013822849888427,0.0,14.098360655737705,sf,0.29508196721311475,94,beta
103,9,0.01770344880230376,0.7351905180832699,0.0008571707594003125,61,randomize,3.0485436893203883,0.014943841614315629,0.021799595586003355,0.0,15.78640776699029,sf,0.18446601941747573,59,beta
12,4,0.16807969219482713,0.7536315454058642,0.0006740297173472222,71,randomize,3.1666666666666665,0.14393939393939395,0.16451719576719576,0.0,13.333333333333334,sf,0.25,23,beta
12,3,0.24521291953762153,0.6336768238473051,0.00020221449287223357,53,randomize,2.5,0.11363636363636363,0.20694444444444446,0.0,8.833333333333334,sf,0.08333333333333333,18,beta
94,4,0.24843991754081088,0.3990264364691113,0.0004909956254590995,99,randomize,3.276595744680851,0.017616106154198122,0.07969975421216556,0.0,33.276595744680854,sf,0.031914893617021274,30,beta
130,3,0.15377903531057702,0.7528431005572503,0.000996524758745267,76,randomize,3.230769230769231,0.012522361359570662,0.020247252747252746,0.0,16.353846153846153,sf,0.3153846153846154,70,beta
99,9,0.17971225499025675,0.42528289166873046,0.0002630762685043555,13,randomize,2.909090909090909,0.014842300556586271,0.05132630670190875,0.0,25.03030303030303,sf,0.020202020202020204,42,beta
162,8,0.24632900231830143,0.7190796854543781,0.0006958768881370546,83,randomize,3.1358024691358026,0.009738516984893796,0.023550684770728338,0.0,17.666666666666668,sf,0.2654320987654321,74,beta
126,6,0.21609854201198817,0.4576907781696471,0.0007571838729709826,58,randomize,3.0317460317460316,0.012126984126984127,0.04461458492783919,0.0,25.873015873015873,sf,0.09523809523809523,35,beta
59,8,0.06484099122491321,0.9673358650430427,0.0009937909858692292,73,randomize,3.152542372881356,0.027177089421391,0.004802259887005649,0.0,12.745762711864407,sf,0.0847457627118644,42,beta
