n_agents,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,true_consensus,true_consensus_alternative_stop,choice_consensus,convergence_step,agent_type
362,0.685679893561444,0.0026964845320859585,658,hierarchical,4.346689400397841,0.16538789428815004,False,0.16538789428815004,200,beta
306,0.5291235802274801,0.0023440671507451863,510,randomize,4.346689400397841,0.4856493321966468,False,0.4845126456379653,200,beta
406,0.7079254319504418,0.008363517580110742,744,randomize,4.346689400397841,0.7962489343563512,False,0.7962489343563512,200,beta
35,0.8060501387823686,0.006152530213742328,563,randomize,4.346121057118499,0.8255186132423984,False,0.8255186132423984,200,beta
368,0.4708936147972601,0.002280826832450765,630,randomize,4.344984370559819,0.4398976982097187,False,0.4396135265700483,200,beta
100,0.5358460413023877,0.0020383898986251637,769,randomize,4.346121057118499,0.5427678317703893,False,0.5416311452117079,200,beta
20,0.7489799147652133,0.006921174993685923,963,randomize,4.346121057118499,0.821256038647343,False,0.821256038647343,200,beta
111,0.4100512823595912,0.008023082839682285,71,randomize,4.345552713839159,0.4032395566922421,False,0.4018186984938903,200,beta
148,0.3950076022886252,0.001421693314300658,392,randomize,4.346121057118499,0.25404944586530265,False,0.2537652742256323,200,beta
39,0.08503860905464511,0.007983172140576998,400,randomize,4.346689400397841,0.2884342142654163,False,0.2884342142654163,200,beta
215,0.8131567393523043,0.001295744664436568,617,randomize,4.346121057118499,0.5862460926399545,False,0.5876669508383063,200,beta
89,0.2756031366158137,0.0030265361662467904,914,randomize,4.346689400397841,0.36828644501278773,False,0.36828644501278773,200,beta
377,0.06790181591434175,0.006615237985270403,2,randomize,4.346689400397841,0.045467462347257744,False,0.045467462347257744,200,beta
392,0.728456385162027,0.0066960694121992554,945,randomize,4.344984370559819,0.8107416879795396,False,0.8107416879795396,200,beta
465,0.2985240617760986,0.0018713916160632907,153,randomize,4.346689400397841,0.1599886331344132,False,0.1599886331344132,200,beta
145,0.8562207178229482,0.003386370817002709,983,randomize,4.346689400397841,0.8374538221085536,False,0.8374538221085536,200,beta
215,0.9627640361895462,0.004488050436492232,215,randomize,4.346689400397841,0.8334754191531685,False,0.8323387325944871,200,beta
99,0.16658357373423371,0.008546132137438983,826,randomize,4.346689400397841,0.43194089229894855,False,0.43194089229894855,200,beta
322,0.4352613362941784,0.00592801537710221,603,randomize,4.346121057118499,0.5666382495026996,False,0.5666382495026996,200,beta
243,0.3624598465786031,0.004403110271766557,465,randomize,4.344984370559819,0.43478260869565216,False,0.43478260869565216,200,beta
65,0.7417260002879347,0.0035980176538980765,165,randomize,4.346121057118499,0.6231884057971014,False,0.62205171923842,200,beta
339,0.3051941622243375,0.0058919190899851814,723,randomize,4.346689400397841,0.4353509519749929,False,0.4353509519749929,200,beta
396,0.788253076444516,0.009137326624375913,148,randomize,4.345552713839159,0.803921568627451,False,0.803921568627451,200,beta
122,0.0003063266085198135,0.008846570706155896,410,randomize,4.346689400397841,0.2668371696504689,False,0.2668371696504689,200,beta
40,0.11370820513790159,0.007059087780595521,769,randomize,4.346689400397841,0.34271099744245526,False,0.34271099744245526,200,beta
346,0.9815316436488348,0.004403401278540625,702,randomize,4.346689400397841,0.8758169934640523,False,0.8758169934640523,200,beta
177,0.19618952300666914,0.007169443181222502,283,randomize,4.346121057118499,0.3321966467746519,False,0.3321966467746519,200,beta
308,0.4431688224314436,0.0075847128746748356,701,randomize,4.346689400397841,0.610969025291276,False,0.610969025291276,200,beta
434,0.35328362198852736,0.006617249902345365,285,randomize,4.346689400397841,0.46774651889741403,False,0.46774651889741403,200,beta
322,0.11987470764864372,0.007811421968202859,798,randomize,4.346121057118499,0.357487922705314,False,0.357487922705314,200,beta
241,0.09707506258546783,0.006800644685878816,439,randomize,4.346689400397841,0.2966751918158568,False,0.2966751918158568,200,beta
449,0.9665775303445964,0.008691222955655801,349,randomize,4.346689400397841,0.8854788292128446,False,0.8854788292128446,200,beta
136,0.49408225814417206,0.00858468323238999,443,randomize,4.346689400397841,0.6493321966467747,False,0.6493321966467747,200,beta
93,0.04014733873711429,0.004969086337444448,611,randomize,4.346121057118499,0.24012503552145495,False,0.24012503552145495,200,beta
331,0.6737847420050391,0.006617594360680729,265,randomize,4.346121057118499,0.731457800511509,False,0.731457800511509,200,beta
212,0.7322005065448535,0.006201160650666486,102,randomize,4.344984370559819,0.7024722932651322,False,0.7013356067064507,200,beta
422,0.9458713281915696,0.009231780238636772,37,randomize,4.345552713839159,0.7956805910770105,False,0.7965331059960216,200,beta
19,0.11710621694503642,0.00631030091975922,234,randomize,4.346121057118499,0.25120772946859904,False,0.25120772946859904,200,beta
201,0.11699599761721102,0.004748997080805999,487,randomize,4.346689400397841,0.26342710997442453,False,0.26342710997442453,200,beta
219,0.9167960408266997,0.0058954078864392155,721,randomize,4.346689400397841,0.8749644785450412,False,0.8749644785450412,200,beta
226,0.6102252211740522,0.0036328460602583364,666,randomize,4.344984370559819,0.666098323387326,False,0.666098323387326,200,beta
14,0.19537896423467682,0.0010240996521532336,999,randomize,4.346689400397841,0.17533390167661267,False,0.17448138675760158,200,beta
364,0.5516703447587598,0.006638450533103132,690,randomize,4.346689400397841,0.6678033532253481,False,0.6678033532253481,200,beta
254,0.839030227468566,0.0035199365305919315,280,randomize,4.346689400397841,0.7661267405512929,False,0.7661267405512929,200,beta
149,0.07339249273542481,0.00737461037112373,968,randomize,4.346689400397841,0.3395851094060813,False,0.3395851094060813,200,beta
346,0.671137957241946,0.005521611562566219,387,randomize,4.345552713839159,0.7237851662404092,False,0.7237851662404092,200,beta
176,0.9165379642313967,0.0013908736011177198,742,randomize,4.346689400397841,0.6820119352088662,False,0.6820119352088662,200,beta
170,0.9061445361007774,0.0020329793010659273,390,randomize,4.346121057118499,0.7325944870701904,False,0.7306052855924978,200,beta
338,0.43842939297950156,0.005777654029953421,264,randomize,4.346689400397841,0.5049730036942314,False,0.505541346973572,200,beta
71,0.34852090175660544,0.008251005444370463,21,randomize,4.346121057118499,0.2949701619778346,False,0.29553850525717534,200,beta
14,0.66086246132258,0.002469602413062799,640,randomize,4.346121057118499,0.6396703608979823,False,0.6388178459789713,200,beta
311,0.23815157780670593,0.007042899260758994,399,randomize,4.346689400397841,0.39357772094344984,False,0.39357772094344984,200,beta
378,0.9719852635101747,0.002321991190721555,136,randomize,4.346689400397841,0.6140949133276499,False,0.6160841148053424,200,beta
99,0.8977355256732278,0.008217502578395207,488,randomize,4.346689400397841,0.8613242398408639,False,0.8613242398408639,200,beta
227,0.902844319675147,0.006613394517403911,535,randomize,4.345552713839159,0.8601875532821824,False,0.8601875532821824,200,beta
182,0.2983887026937737,0.002344432069614154,681,randomize,4.346121057118499,0.3307757885763001,False,0.3304916169366297,200,beta
206,0.8230683283946758,0.006702550377711761,950,randomize,4.346121057118499,0.8422847399829497,False,0.8422847399829497,200,beta
301,0.33791777234592846,0.003286342314386347,853,randomize,4.346689400397841,0.4129013924410344,False,0.4129013924410344,200,beta
329,0.9247090061207626,0.009767193539902193,997,randomize,4.346689400397841,0.8917306052855924,False,0.8917306052855924,200,beta
347,0.1639520192209053,0.003694222901001469,257,randomize,4.346121057118499,0.20829781187837454,False,0.20829781187837454,200,beta
54,0.7859621149511088,0.00615607261289454,731,randomize,4.346689400397841,0.797669792554703,False,0.797669792554703,200,beta
344,0.2940201371113329,0.005155284910019803,410,randomize,4.346689400397841,0.38107416879795397,False,0.38107416879795397,200,beta
346,0.9660361260476504,0.004881362130943491,661,randomize,4.346689400397841,0.8627450980392157,False,0.8627450980392157,200,beta
274,0.6449092646445219,0.001838144681036295,66,randomize,4.346121057118499,0.29553850525717534,False,0.2966751918158568,200,beta
159,0.4065308916521587,0.005095162295314091,639,randomize,4.344984370559819,0.525149190110827,False,0.525149190110827,200,beta
131,0.9611384617164891,0.008852476111151981,615,randomize,4.346689400397841,0.883489627735152,False,0.883489627735152,200,beta
67,0.19407919692771247,0.005294897601421996,162,randomize,4.346121057118499,0.24467178175618073,False,0.24438761011651036,200,beta
65,0.7709621440276336,0.009772006137260526,741,randomize,4.346689400397841,0.8536516055697642,False,0.8536516055697642,200,beta
232,0.11937957996783932,0.004153079257033523,66,randomize,4.346689400397841,0.1395282750781472,False,0.13867576015913613,200,beta
47,0.10821995117989947,0.006305339773231984,412,randomize,4.346689400397841,0.2708155726058539,False,0.2708155726058539,200,beta
190,0.7644026233994107,0.0018700323057471895,629,randomize,4.346121057118499,0.6811594202898551,False,0.6791702188121626,200,beta
296,0.7636452016172393,0.001880598399299075,608,randomize,4.346689400397841,0.6734867860187553,False,0.6723500994600738,200,beta
49,0.6125304508965396,0.006762197564815619,895,randomize,4.345552713839159,0.7450980392156863,False,0.7450980392156863,200,beta
133,0.6612272192637327,0.0015112352286369903,341,randomize,4.345552713839159,0.42568911622620065,False,0.42710997442455245,200,beta
498,0.014914736066257595,0.003557028280347574,777,randomize,4.346689400397841,0.20176186416595623,False,0.20176186416595623,200,beta
330,0.7240883238806829,0.007208522551772757,14,randomize,4.346689400397841,0.4387610116510372,False,0.4398976982097187,200,beta
133,0.0036492415148404733,0.009201601387409004,933,randomize,4.346689400397841,0.3466894003978403,False,0.3466894003978403,200,beta
113,0.6817819272612335,0.009220818915435778,283,randomize,4.346121057118499,0.7576015913611821,False,0.7576015913611821,200,beta
222,0.8868697528502572,0.009496197226080954,25,randomize,4.346689400397841,0.745666382495027,False,0.7459505541346974,200,beta
147,0.2988019813813304,0.0055489652379718275,273,randomize,4.346689400397841,0.37539073600454675,False,0.37539073600454675,200,beta
19,0.35674895313921684,0.009487504432113023,719,randomize,4.346689400397841,0.5706166524580847,False,0.5706166524580847,200,beta
176,0.813092457055575,0.00375927361449306,458,randomize,4.346689400397841,0.7811878374538221,False,0.7809036658141517,200,beta
77,0.5418254172656986,0.00542466482448813,220,randomize,4.346121057118499,0.5785734583688548,False,0.5788576300085252,200,beta
483,0.35705615336931806,0.00959368915523797,201,randomize,4.346121057118499,0.47342995169082125,False,0.47342995169082125,200,beta
378,0.7429314055829599,0.008859183084370725,347,randomize,4.346689400397841,0.7982381358340438,False,0.7982381358340438,200,beta
325,0.6568478264654982,0.003796116930631079,253,randomize,4.344984370559819,0.62205171923842,False,0.62205171923842,200,beta
77,0.42186884016565585,0.003170572339336741,482,randomize,4.346689400397841,0.4396135265700483,False,0.4387610116510372,200,beta
205,0.8495728725098459,0.003612553871260921,150,randomize,4.346689400397841,0.7121341290139244,False,0.7104290991759022,200,beta
403,0.08668491370551579,0.006521349749465806,740,randomize,4.346689400397841,0.32310315430520037,False,0.32310315430520037,200,beta
398,0.07605495407966811,0.0016094155214122332,264,randomize,4.346689400397841,0.10287013356067065,False,0.1017334470019892,200,beta
208,0.096903333484061,0.0030325217511420408,31,randomize,4.346689400397841,0.09036658141517477,False,0.09093492469451549,200,beta
187,0.9848885301324268,0.006943341360294878,298,randomize,4.346689400397841,0.8641659562375675,False,0.8641659562375675,200,beta
361,0.6555690872224151,0.0011345717401725463,778,randomize,4.346689400397841,0.47911338448422847,False,0.4768400113668656,200,beta
73,0.5983945778869351,0.0014804797701772744,840,randomize,4.346121057118499,0.5180448991190679,False,0.5171923842000569,200,beta
46,0.20600670852219638,0.0052654882137895065,541,randomize,4.346121057118499,0.32367149758454106,False,0.32367149758454106,200,beta
313,0.5206226850202816,0.006902778641142683,155,randomize,4.344984370559819,0.587382779198636,False,0.5870986075589656,200,beta
194,0.17584918810409544,0.007055821784339814,182,randomize,4.346689400397841,0.2847399829497016,False,0.2847399829497016,200,beta
105,0.35821052221993765,0.0019229889864982512,389,randomize,4.345552713839159,0.2980960500142086,False,0.2995169082125604,200,beta
156,0.49376904176157166,0.005667654398828118,480,randomize,4.346121057118499,0.6283034953111679,False,0.6283034953111679,200,beta
262,0.3568225917134321,0.005844513606439927,149,randomize,4.345552713839159,0.3734015345268542,False,0.3734015345268542,200,beta
348,0.6552191660317294,0.004999945212099867,142,randomize,4.346121057118499,0.649616368286445,False,0.649616368286445,200,beta
